"","PassengerId","Survived","Pclass","Name","Sex","Age","Fare","Embarked","TamanyFamilia"
"680",680,1,1,"Cardeza, Mr. Thomas Drake Martinez","male",36,512.3292,"C",2
"681",681,0,3,"Peters, Miss. Katie","female",36,8.1375,"Q",1
"682",682,1,1,"Hassab, Mr. Hammad","male",27,76.7292,"C",1
"683",683,0,3,"Olsvigen, Mr. Thor Anderson","male",20,9.225,"S",1
"684",684,0,3,"Goodwin, Mr. Charles Edward","male",14,46.9,"S",8
"685",685,0,2,"Brown, Mr. Thomas William Solomon","male",60,39,"S",3
"686",686,0,2,"Laroche, Mr. Joseph Philippe Lemercier","male",25,41.5792,"C",4
"687",687,0,3,"Panula, Mr. Jaako Arnold","male",14,39.6875,"S",6
"688",688,0,3,"Dakic, Mr. Branko","male",19,10.1708,"S",1
"689",689,0,3,"Fischer, Mr. Eberhard Thelander","male",18,7.7958,"S",1
"690",690,1,1,"Madill, Miss. Georgette Alexandra","female",15,211.3375,"S",2
"691",691,1,1,"Dick, Mr. Albert Adrian","male",31,57,"S",2
"692",692,1,3,"Karun, Miss. Manca","female",4,13.4167,"C",2
"693",693,1,3,"Lam, Mr. Ali","male",17,56.4958,"S",1
"694",694,0,3,"Saad, Mr. Khalil","male",25,7.225,"C",1
"695",695,0,1,"Weir, Col. John","male",60,26.55,"S",1
"696",696,0,2,"Chapman, Mr. Charles Henry","male",52,13.5,"S",1
"697",697,0,3,"Kelly, Mr. James","male",44,8.05,"S",1
"698",698,1,3,"Mullens, Miss. Katherine ""Katie""","female",35,7.7333,"Q",1
"699",699,0,1,"Thayer, Mr. John Borland","male",49,110.8833,"C",3
"700",700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen","male",42,7.65,"S",1
"701",701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)","female",18,227.525,"C",2
"702",702,1,1,"Silverthorne, Mr. Spencer Victor","male",35,26.2875,"S",1
"703",703,0,3,"Barbara, Miss. Saiide","female",18,14.4542,"C",2
"704",704,0,3,"Gallagher, Mr. Martin","male",25,7.7417,"Q",1
"705",705,0,3,"Hansen, Mr. Henrik Juul","male",26,7.8542,"S",2
"706",706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")","male",39,26,"S",1
"707",707,1,2,"Kelly, Mrs. Florence ""Fannie""","female",45,13.5,"S",1
"708",708,1,1,"Calderhead, Mr. Edward Pennington","male",42,26.2875,"S",1
"709",709,1,1,"Cleaver, Miss. Alice","female",22,151.55,"S",1
"710",710,1,3,"Moubarek, Master. Halim Gonios (""William George"")","male",22.5,15.2458,"C",3
"711",711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")","female",24,49.5042,"C",1
"712",712,0,1,"Klaber, Mr. Herman","male",35,26.55,"S",1
"713",713,1,1,"Taylor, Mr. Elmer Zebley","male",48,52,"S",2
"714",714,0,3,"Larsson, Mr. August Viktor","male",29,9.4833,"S",1
"715",715,0,2,"Greenberg, Mr. Samuel","male",52,13,"S",1
"716",716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen","male",19,7.65,"S",1
"717",717,1,1,"Endres, Miss. Caroline Louise","female",38,227.525,"C",1
"718",718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""","female",27,10.5,"S",1
"719",719,0,3,"McEvoy, Mr. Michael","male",62,15.5,"Q",1
"720",720,0,3,"Johnson, Mr. Malkolm Joackim","male",33,7.775,"S",1
"721",721,1,2,"Harper, Miss. Annie Jessie ""Nina""","female",6,33,"S",2
"722",722,0,3,"Jensen, Mr. Svend Lauritz","male",17,7.0542,"S",2
"723",723,0,2,"Gillespie, Mr. William Henry","male",34,13,"S",1
"724",724,0,2,"Hodges, Mr. Henry Price","male",50,13,"S",1
"725",725,1,1,"Chambers, Mr. Norman Campbell","male",27,53.1,"S",2
"726",726,0,3,"Oreskovic, Mr. Luka","male",20,8.6625,"S",1
"727",727,1,2,"Renouf, Mrs. Peter Henry (Lillian Jefferys)","female",30,21,"S",4
"728",728,1,3,"Mannion, Miss. Margareth","female",27,7.7375,"Q",1
"729",729,0,2,"Bryhl, Mr. Kurt Arnold Gottfrid","male",25,26,"S",2
"730",730,0,3,"Ilmakangas, Miss. Pieta Sofia","female",25,7.925,"S",2
"731",731,1,1,"Allen, Miss. Elisabeth Walton","female",29,211.3375,"S",1
"732",732,0,3,"Hassan, Mr. Houssein G N","male",11,18.7875,"C",1
"733",733,0,2,"Knight, Mr. Robert J","male",45,26,"S",1
"734",734,0,2,"Berriman, Mr. William John","male",23,13,"S",1
"735",735,0,2,"Troupiansky, Mr. Moses Aaron","male",23,13,"S",1
"736",736,0,3,"Williams, Mr. Leslie","male",28.5,16.1,"S",1
"737",737,0,3,"Ford, Mrs. Edward (Margaret Ann Watson)","female",48,34.375,"S",5
"738",738,1,1,"Lesurer, Mr. Gustave J","male",35,512.3292,"C",1
"739",739,0,3,"Ivanoff, Mr. Kanio","male",39,7.8958,"S",1
"740",740,0,3,"Nankoff, Mr. Minko","male",38.5,7.8958,"S",1
"741",741,1,1,"Hawksford, Mr. Walter James","male",42,30,"S",1
"742",742,0,1,"Cavendish, Mr. Tyrell William","male",36,78.85,"S",2
"743",743,1,1,"Ryerson, Miss. Susan Parker ""Suzette""","female",21,262.375,"C",5
"744",744,0,3,"McNamee, Mr. Neal","male",24,16.1,"S",2
"745",745,1,3,"Stranden, Mr. Juho","male",31,7.925,"S",1
"746",746,0,1,"Crosby, Capt. Edward Gifford","male",70,71,"S",3
"747",747,0,3,"Abbott, Mr. Rossmore Edward","male",16,20.25,"S",3
"748",748,1,2,"Sinkkonen, Miss. Anna","female",30,13,"S",1
"749",749,0,1,"Marvin, Mr. Daniel Warner","male",19,53.1,"S",2
"750",750,0,3,"Connaghton, Mr. Michael","male",31,7.75,"Q",1
"751",751,1,2,"Wells, Miss. Joan","female",4,23,"S",3
"752",752,1,3,"Moor, Master. Meier","male",6,12.475,"S",2
"753",753,0,3,"Vande Velde, Mr. Johannes Joseph","male",33,9.5,"S",1
"754",754,0,3,"Jonkoff, Mr. Lalio","male",23,7.8958,"S",1
"755",755,1,2,"Herman, Mrs. Samuel (Jane Laver)","female",48,65,"S",4
"756",756,1,2,"Hamalainen, Master. Viljo","male",0.67,14.5,"S",3
"757",757,0,3,"Carlsson, Mr. August Sigfrid","male",28,7.7958,"S",1
"758",758,0,2,"Bailey, Mr. Percy Andrew","male",18,11.5,"S",1
"759",759,0,3,"Theobald, Mr. Thomas Leonard","male",34,8.05,"S",1
"760",760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)","female",33,86.5,"S",1
"761",761,0,3,"Garfirth, Mr. John","male",22,14.5,"S",1
"762",762,0,3,"Nirva, Mr. Iisakki Antino Aijo","male",41,7.125,"S",1
"763",763,1,3,"Barah, Mr. Hanna Assi","male",20,7.2292,"C",1
"764",764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)","female",36,120,"S",4
"765",765,0,3,"Eklund, Mr. Hans Linus","male",16,7.775,"S",1
"766",766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)","female",51,77.9583,"S",2
"767",767,0,1,"Brewe, Dr. Arthur Jackson","male",42,39.6,"C",1
"768",768,0,3,"Mangan, Miss. Mary","female",30.5,7.75,"Q",1
"769",769,0,3,"Moran, Mr. Daniel J","male",36.5,24.15,"Q",2
"770",770,0,3,"Gronnestad, Mr. Daniel Danielsen","male",32,8.3625,"S",1
"771",771,0,3,"Lievens, Mr. Rene Aime","male",24,9.5,"S",1
"772",772,0,3,"Jensen, Mr. Niels Peder","male",48,7.8542,"S",1
"773",773,0,2,"Mack, Mrs. (Mary)","female",57,10.5,"S",1
"774",774,0,3,"Elias, Mr. Dibo","male",43,7.225,"C",1
"775",775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)","female",54,23,"S",5
"776",776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm","male",18,7.75,"S",1
"777",777,0,3,"Tobin, Mr. Roger","male",23,7.75,"Q",1
"778",778,1,3,"Emanuel, Miss. Virginia Ethel","female",5,12.475,"S",1
"779",779,0,3,"Kilgannon, Mr. Thomas J","male",25,7.7375,"Q",1
"780",780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)","female",43,211.3375,"S",2
"781",781,1,3,"Ayoub, Miss. Banoura","female",13,7.2292,"C",1
"782",782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)","female",17,57,"S",2
"783",783,0,1,"Long, Mr. Milton Clyde","male",29,30,"S",1
"784",784,0,3,"Johnston, Mr. Andrew G","male",1,23.45,"S",4
"785",785,0,3,"Ali, Mr. William","male",25,7.05,"S",1
"786",786,0,3,"Harmer, Mr. Abraham (David Lishin)","male",25,7.25,"S",1
"787",787,1,3,"Sjoblom, Miss. Anna Sofia","female",18,7.4958,"S",1
"788",788,0,3,"Rice, Master. George Hugh","male",8,29.125,"Q",6
"789",789,1,3,"Dean, Master. Bertram Vere","male",1,20.575,"S",4
"790",790,0,1,"Guggenheim, Mr. Benjamin","male",46,79.2,"C",1
"791",791,0,3,"Keane, Mr. Andrew ""Andy""","male",26,7.75,"Q",1
"792",792,0,2,"Gaskell, Mr. Alfred","male",16,26,"S",1
"793",793,0,3,"Sage, Miss. Stella Anna","female",2,69.55,"S",11
"794",794,0,1,"Hoyt, Mr. William Fisher","male",45.5,30.6958,"C",1
"795",795,0,3,"Dantcheff, Mr. Ristiu","male",25,7.8958,"S",1
"796",796,0,2,"Otter, Mr. Richard","male",39,13,"S",1
"797",797,1,1,"Leader, Dr. Alice (Farnham)","female",49,25.9292,"S",1
"798",798,1,3,"Osman, Mrs. Mara","female",31,8.6833,"S",1
"799",799,0,3,"Ibrahim Shawah, Mr. Yousseff","male",30,7.2292,"C",1
"800",800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)","female",30,24.15,"S",3
"801",801,0,2,"Ponesell, Mr. Martin","male",34,13,"S",1
"802",802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)","female",31,26.25,"S",3
"803",803,1,1,"Carter, Master. William Thornton II","male",11,120,"S",4
"804",804,1,3,"Thomas, Master. Assad Alexander","male",0.42,8.5167,"C",2
"805",805,1,3,"Hedman, Mr. Oskar Arvid","male",27,6.975,"S",1
"806",806,0,3,"Johansson, Mr. Karl Johan","male",31,7.775,"S",1
"807",807,0,1,"Andrews, Mr. Thomas Jr","male",39,55.9,"S",1
"808",808,0,3,"Pettersson, Miss. Ellen Natalia","female",18,7.775,"S",1
"809",809,0,2,"Meyer, Mr. August","male",39,13,"S",1
"810",810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)","female",33,53.1,"S",2
"811",811,0,3,"Alexander, Mr. William","male",26,7.8875,"S",1
"812",812,0,3,"Lester, Mr. James","male",39,24.15,"S",1
"813",813,0,2,"Slemen, Mr. Richard James","male",35,10.5,"S",1
"814",814,0,3,"Andersson, Miss. Ebba Iris Alfrida","female",6,31.275,"S",7
"815",815,0,3,"Tomlin, Mr. Ernest Portage","male",30.5,8.05,"S",1
"816",816,0,1,"Fry, Mr. Richard","male",54,59.4,"S",1
"817",817,0,3,"Heininen, Miss. Wendla Maria","female",23,7.925,"S",1
"818",818,0,2,"Mallet, Mr. Albert","male",31,37.0042,"C",3
"819",819,0,3,"Holm, Mr. John Fredrik Alexander","male",43,6.45,"S",1
"820",820,0,3,"Skoog, Master. Karl Thorsten","male",10,27.9,"S",6
"821",821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)","female",52,93.5,"S",3
"822",822,1,3,"Lulic, Mr. Nikola","male",27,8.6625,"S",1
"823",823,0,1,"Reuchlin, Jonkheer. John George","male",38,90,"S",1
"824",824,1,3,"Moor, Mrs. (Beila)","female",27,12.475,"S",2
"825",825,0,3,"Panula, Master. Urho Abraham","male",2,39.6875,"S",6
"826",826,0,3,"Flynn, Mr. John","male",30.5,6.95,"Q",1
"827",827,0,3,"Lam, Mr. Len","male",22,56.4958,"S",1
"828",828,1,2,"Mallet, Master. Andre","male",1,37.0042,"C",3
"829",829,1,3,"McCormack, Mr. Thomas Joseph","male",35,7.75,"Q",1
"830",830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)","female",62,80,"C",1
"831",831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)","female",15,14.4542,"C",2
"832",832,1,2,"Richards, Master. George Sibley","male",0.83,18.75,"S",3
"833",833,0,3,"Saad, Mr. Amin","male",18,7.2292,"C",1
"834",834,0,3,"Augustsson, Mr. Albert","male",23,7.8542,"S",1
"835",835,0,3,"Allum, Mr. Owen George","male",18,8.3,"S",1
"836",836,1,1,"Compton, Miss. Sara Rebecca","female",39,83.1583,"C",3
"837",837,0,3,"Pasic, Mr. Jakob","male",21,8.6625,"S",1
"838",838,0,3,"Sirota, Mr. Maurice","male",42,8.05,"S",1
"839",839,1,3,"Chip, Mr. Chang","male",32,56.4958,"S",1
"840",840,1,1,"Marechal, Mr. Pierre","male",56,29.7,"C",1
"841",841,0,3,"Alhomaki, Mr. Ilmari Rudolf","male",20,7.925,"S",1
"842",842,0,2,"Mudd, Mr. Thomas Charles","male",16,10.5,"S",1
"843",843,1,1,"Serepeca, Miss. Augusta","female",30,31,"C",1
"844",844,0,3,"Lemberopolous, Mr. Peter L","male",34.5,6.4375,"C",1
"845",845,0,3,"Culumovic, Mr. Jeso","male",17,8.6625,"S",1
"846",846,0,3,"Abbing, Mr. Anthony","male",42,7.55,"S",1
"847",847,0,3,"Sage, Mr. Douglas Bullen","male",18,69.55,"S",11
"848",848,0,3,"Markoff, Mr. Marin","male",35,7.8958,"C",1
"849",849,0,2,"Harper, Rev. John","male",28,33,"S",2
"850",850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)","female",35,89.1042,"C",2
"851",851,0,3,"Andersson, Master. Sigvard Harald Elias","male",4,31.275,"S",7
"852",852,0,3,"Svensson, Mr. Johan","male",74,7.775,"S",1
"853",853,0,3,"Boulos, Miss. Nourelain","female",9,15.2458,"C",3
"854",854,1,1,"Lines, Miss. Mary Conover","female",16,39.4,"S",2
"855",855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)","female",44,26,"S",2
"856",856,1,3,"Aks, Mrs. Sam (Leah Rosen)","female",18,9.35,"S",2
"857",857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)","female",45,164.8667,"S",3
"858",858,1,1,"Daly, Mr. Peter Denis ","male",51,26.55,"S",1
"859",859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)","female",24,19.2583,"C",4
"860",860,0,3,"Razi, Mr. Raihed","male",27,7.2292,"C",1
"861",861,0,3,"Hansen, Mr. Claus Peter","male",41,14.1083,"S",3
"862",862,0,2,"Giles, Mr. Frederick Edward","male",21,11.5,"S",2
"863",863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)","female",48,25.9292,"S",1
"864",864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""","female",10,69.55,"S",11
"865",865,0,2,"Gill, Mr. John William","male",24,13,"S",1
"866",866,1,2,"Bystrom, Mrs. (Karolina)","female",42,13,"S",1
"867",867,1,2,"Duran y More, Miss. Asuncion","female",27,13.8583,"C",2
"868",868,0,1,"Roebling, Mr. Washington Augustus II","male",31,50.4958,"S",1
"869",869,0,3,"van Melkebeke, Mr. Philemon","male",51,9.5,"S",1
"870",870,1,3,"Johnson, Master. Harold Theodor","male",4,11.1333,"S",3
"871",871,0,3,"Balkic, Mr. Cerin","male",26,7.8958,"S",1
"872",872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)","female",47,52.5542,"S",3
"873",873,0,1,"Carlsson, Mr. Frans Olof","male",33,5,"S",1
"874",874,0,3,"Vander Cruyssen, Mr. Victor","male",47,9,"S",1
"875",875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)","female",28,24,"C",2
"876",876,1,3,"Najib, Miss. Adele Kiamie ""Jane""","female",15,7.225,"C",1
"877",877,0,3,"Gustafsson, Mr. Alfred Ossian","male",20,9.8458,"S",1
"878",878,0,3,"Petroff, Mr. Nedelio","male",19,7.8958,"S",1
"879",879,0,3,"Laleff, Mr. Kristo","male",25,7.8958,"S",1
"880",880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)","female",56,83.1583,"C",2
"881",881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)","female",25,26,"S",2
"882",882,0,3,"Markun, Mr. Johann","male",33,7.8958,"S",1
"883",883,0,3,"Dahlberg, Miss. Gerda Ulrika","female",22,10.5167,"S",1
"884",884,0,2,"Banfield, Mr. Frederick James","male",28,10.5,"S",1
"885",885,0,3,"Sutehall, Mr. Henry Jr","male",25,7.05,"S",1
"886",886,0,3,"Rice, Mrs. William (Margaret Norton)","female",39,29.125,"Q",6
"887",887,0,2,"Montvila, Rev. Juozas","male",27,13,"S",1
"888",888,1,1,"Graham, Miss. Margaret Edith","female",19,30,"S",1
"889",889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""","female",35,23.45,"S",4
"890",890,1,1,"Behr, Mr. Karl Howell","male",26,30,"C",1
"891",891,0,3,"Dooley, Mr. Patrick","male",32,7.75,"Q",1
